ckpt,prediction,ground_truth
1800,32,64
1800,694,594
1800,180,180
1800,2,2
1800,13,8
1800,7,5
1800,230,230
1800,10,5
1800,2,14
1800,18,18
1800,3,3
1800,540,540
1800,17,20
1800,56,64
1800,260,260
1800,472,460
1800,366,366
1800,694,694
1800,13,13
1800,60,60
1800,125,125
1800,350,230
1800,57500,57500
1800,7,7
1800,8,6
1800,14,14
1800,6,7
1800,4,8
1800,26,26
1800,2,2
1800,138,243
1800,240,16
1800,25,25
1800,104,104
1800,66,80
1800,35,35
1800,3528,3528
1800,43,43
1800,665,665
1800,1318,1218
2000,18,18
2000,48,48
2000,720,720
2000,400,400
2000,500,500
2000,71,71
2000,18000,18000
2000,8,8
2000,4,4
2000,3,3
2000,200,200
2000,20,20
2000,1000,1000
2000,88,88
2000,11,11
2000,30,30
2000,18,18
2000,40,40
2000,1170,1170
2000,168,168
2000,5,5
2000,26,26
2000,10,10
2000,160,160
2000,82,82
2000,310,310
2000,14,14
2000,20,20
2000,4,4
2000,15,15
2000,45,45
2000,308,308
2000,227,227
2000,42,42
2000,60000,60000
2000,366,366
2000,15,15
2000,26,26
2000,45,45
2000,17,17
2000,20,20
2000,17,17
2000,24,24
2000,22,22
2000,1,1
2000,2,2
2000,1000,1000
2000,2,2
2000,240000,240000
2000,67,67
2000,5,5
2000,60,60
2000,17,17
2000,11,11
2000,255,255
2000,3,3
2000,25,25
2000,12,12
2000,240,240
2000,34,34
2000,1800,1800
2000,65960,65960
2000,98,98
2000,12,12
2000,130,130
2000,68,68
2000,11,11
2000,12,12
2000,25,25
2000,2,2
2000,54,54
2000,3,3
2000,1600,1600
2000,350,350
2000,45,45
2000,2100,2100
2000,75,75
2000,24,24
2000,490,490
2000,144,144
2000,826,826
2000,30,30
2000,6,6
2000,98,98
2000,205,205
2000,22,22
2000,20,20
2000,975,975
2000,1,1
2000,2880000,2880000
2000,36,36
2000,36,36
2000,38,38
2000,72,72
2000,32,32
2000,500,500
2000,25,25
2000,20,20
2000,4000,4000
2000,525,525
2000,18,18
2000,48,48
2000,720,720
2000,400,400
2000,500,500
2000,71,71
2000,18000,18000
2000,8,8
2000,4,4
2000,3,3
2000,200,200
2000,20,20
2000,1000,1000
2000,88,88
2000,11,11
2000,30,30
2000,18,18
2000,40,40
2000,1170,1170
2000,168,168
2000,5,5
2000,26,26
2000,10,10
2000,160,160
2000,82,82
2000,310,310
2000,14,14
2000,20,20
2000,4,4
2000,15,15
2000,45,45
2000,308,308
2000,227,227
2000,42,42
2000,60000,60000
2000,366,366
2000,15,15
2000,26,26
2000,45,45
2000,17,17
2000,20,20
2000,17,17
2000,24,24
2000,22,22
2000,1,1
2000,2,2
2000,1000,1000
2000,2,2
2000,240000,240000
2000,67,67
2000,5,5
2000,60,60
2000,17,17
2000,11,11
2000,255,255
2000,3,3
2000,25,25
2000,12,12
2000,240,240
2000,34,34
2000,1800,1800
2000,65960,65960
2000,98,98
2000,12,12
2000,130,130
2000,68,68
2000,11,11
2000,12,12
2000,25,25
2000,2,2
2000,54,54
2000,3,3
2000,1600,1600
2000,350,350
2000,45,45
2000,2100,2100
2000,75,75
2000,24,24
2000,490,490
2000,144,144
2000,826,826
2000,30,30
2000,6,6
2000,98,98
2000,205,205
2000,22,22
2000,20,20
2000,975,975
2000,1,1
2000,2880000,2880000
2000,36,36
2000,36,36
2000,38,38
2000,72,72
2000,32,32
2000,500,500
2000,25,25
2000,20,20
2000,4000,4000
2000,525,525
2000,6,6
2000,2,2
2000,4,4
2000,100,100
2000,4000,4000
2000,100,100
2000,200,200
2000,4,4
2000,50,50
2000,4,4
2000,5,5
2000,4,4
2000,3,3
2000,66,66
2000,4,4
2000,3,3
2000,6,6
2000,10,10
2000,30,30
2000,1,1
2000,4,4
2000,60,60
2000,50,50
2000,13,13
2000,10,10
2000,30,30
2000,56,56
2000,30,30
2000,12,12
2000,3,3
2000,4,4
2000,4,4
2000,300,300
2000,60,60
2000,5,5
2000,4,4
2000,30,30
2000,2,2
2000,3,3
2000,5,5
2000,1,1
2000,55,55
2000,16,16
2000,4,4
2000,50,50
2000,75,75
2000,400000,400000
2000,36,36
2000,55,55
2000,3,3
2000,5,5
2000,6,6
2000,2,2
2000,23,23
2000,10,10
2000,120,120
2000,7,7
2000,6,6
2000,100,100
2000,150,150
2000,6,6
2000,8,8
2000,5,5
2000,8,8
2000,13,13
2000,20,20
2000,5,5
2000,55,55
2000,8,8
2000,3,3
2000,24,24
2000,50,50
2000,40,40
2000,400,400
2000,11,11
2000,40,40
2000,200,200
2000,6,6
2000,25,25
2000,1,1
2000,93,93
2000,60,60
2000,33,33
2000,60,60
2000,3,3
2000,50,50
2000,4000,4000
2000,8,8
2000,5,5
2000,12,12
2000,6,6
2000,24,24
2000,520,520
2000,2,2
2000,4,4
2000,3,3
2000,3500,3500
2000,12,12
2000,74,74
2000,18,18
2000,3,3
2000,50,50
2000,45,45
2000,1,1
2000,20,20
2000,47,47
2000,6,6
2000,5,5
2000,3200,3200
2000,10,10
2000,3160,3160
2000,6,6
2000,240,240
2000,5,5
2000,3,3
2000,10,10
2000,66,66
2000,175,175
2000,940,940
2000,48,48
2000,20,20
2000,5,5
2000,803,803
2000,9,9
2000,43,43
2000,3,3
2000,18,18
2000,-10,-10
2000,120,120
2000,2,2
2000,11,11
2000,3,3
2000,50,50
2000,34,34
2000,50,50
2000,15,15
2000,40,40
2000,1128,1128
2000,9,9
2000,140,140
2000,12,12
2000,21,21
2000,306,306
2000,1,1
2000,30,30
2000,22,22
2000,300,300
2000,6,6
2000,11,11
2000,48,48
2000,50,50
2000,50,50
2000,17,17
2000,5,5
2000,159,159
2000,16,16
2000,12,12
2000,2,2
2000,1,1
2000,92,92
2000,315,315
2000,2,2
2000,2800,2800
2000,700,700
2000,250,250
2000,180,180
2000,70,70
2000,350,350
2000,168,168
2000,64,64
2000,3,3
2000,440,440
2000,5600,5600
2000,5,5
2000,13,13
2000,5,5
2000,5,5
2000,3,3
2000,224000,224000
2000,50,50
2000,6,6
2000,10,10
2000,2,2
2000,15,15
2000,20,20
2000,6,6
2000,280,280
2000,160,160
2000,360,360
2000,98,98
2000,9092,9092
2000,20,20
2000,150,150
2000,40,40
2000,7,7
2000,75,75
2000,4,4
2000,3,3
2000,30,30
2000,40,40
2000,100,100
2000,291,291
2000,2,2
2000,540,540
2000,20,20
2000,12,12
2000,10,10
2000,98,98
2000,5,5
2000,21,21
2000,5,5
2000,5,5
2000,1,1
2000,16,16
2000,5,5
2000,360,360
2000,20,20
2000,2,2
2000,17,17
2000,50,50
2000,25,25
2000,7,7
2000,18,18
2000,7,7
2000,4,4
2000,15,15
2000,13,13
2000,16,16
2000,3,3
2000,7,7
2000,38,38
2000,5,5
2000,36,36
2000,280,280
2000,50,50
2000,100,100
2000,10,10
2000,120,120
2000,90,90
2000,2,2
2000,50,50
2000,73,73
2000,25,25
2000,168000,168000
2000,900,900
2000,8,8
2000,30,30
2000,10,10
2000,500,500
2000,75,75
2000,50,50
2000,20,20
2000,2,2
2000,3,3
2000,4,4
2000,200,200
2000,250,250
2000,2000,2000
2000,36,36
2000,3,3
2000,6,6
2000,180,180
2000,12,12
2000,310,310
2000,5,5
2000,6,6
2000,30,30
2000,14,14
2000,150,150
2000,138,138
2000,24,24
2000,27,27
2000,1,1
2000,23,23
2000,736,736
2000,200,200
2000,20,20
2000,6,6
2000,500,500
2000,90,90
2000,110,110
2000,3,3
2000,26,26
2000,1,1
2000,240,240
2000,14400,14400
2000,200,200
2000,60,60
2000,320,320
2000,15,15
2000,3430,3430
2000,5,5
2000,55,55
2000,20,20
2000,5000,5000
2000,80,80
2000,70,70
2000,8,8
2000,10,10
2000,4,4
2000,77,77
2000,28,28
2000,20,20
2000,180,180
2000,30,30
2000,4,4
2000,145,145
2000,24,24
2000,45,45
2000,15,15
2000,100,100
2000,15,15
2000,16,16
2000,80,80
2000,22,22
2000,7,7
2000,18,18
2000,24,24
2000,120,120
2000,459,459
2000,200,200
2000,4,4
2000,131250,131250
2000,2,2
2000,7,7
2000,5,5
2000,8,8
2000,10,10
2000,623,623
2000,1,1
2000,31,31
2000,12,12
2000,2,2
2000,665,665
2000,4,4
2000,20,20
2000,1,1
2000,29,29
2000,16,16
2000,1,1
2000,3,3
2000,1,1
2000,2000,2000
2000,4,4
2000,30,30
2000,5,5
2000,5,5
2000,2,2
2000,100,100
2000,296,296
2000,2,2
2000,3,3
2000,140000,140000
2000,9,9
2000,15,15
2000,40,40
2000,105,105
2000,1,1
2000,2600,2600
2000,100,100
2000,81,81
2000,20,20
2000,21,21
2000,1,1
2000,17,17
2000,72000,72000
2000,3,3
2000,15,15
2000,17,17
2000,30,30
2000,8,8
2000,3,3
2000,1000,1000
2000,80,80
2000,48,48
2000,4,4
2000,300,300
2000,40,40
2000,12,12
2000,13,13
2000,105,105
2000,428,428
2000,54,54
2000,40,40
2000,2,2
2000,5,5
2000,390,390
2000,1509,1509
2000,10,10
2000,1,1
2000,30,30
2000,36,36
2000,3,3
2000,14,14
2000,70,70
2000,360,360
2000,12,12
2000,700,700
2000,99,99
2000,260,260
2000,6,6
2000,35,35
2000,1,1
2000,4,4
2000,40,40
2000,1110,1110
2000,30,30
2000,5,5
2000,88000,88000
2000,24,24
2000,18,18
2000,6,6
2000,10,10
2000,25,25
2000,24,24
2000,9,9
2000,31,31
2000,10,10
2000,87,87
2000,5,5
2000,576,576
2000,20,20
2000,4,4
2000,21,21
2000,20,20
2000,4,4
2000,3,3
2000,16,16
2000,17,17
2000,55,55
2000,10,10
2000,1,1
2000,10,10
2000,32,32
2000,5000,5000
2000,160,160
2000,5,5
2000,1090,1090
2000,2,2
2000,133,133
2000,10,10
2000,24,24
2000,150000,150000
2000,109,109
2000,12,12
2000,2,2
2000,341,341
2000,2,2
2000,4,4
2000,30,30
2000,420,420
2000,38,38
2000,30,30
2000,16,16
2000,65960,65960
2000,3,3
2000,34,34
2000,42,42
2000,3,3
2000,30,30
2000,27,27
2000,5,5
2000,570,570
2000,3,3
2000,8,8
2000,100,100
2000,240,240
2000,100,100
2000,34,34
2000,91,91
2000,-3,-3
2000,45,45
2000,1200,1200
2000,5,5
2000,3,3
2000,30,30
2000,50,50
2000,27,27
2000,56,56
2000,84,84
2000,92,92
2000,36,36
2000,2,2
2000,320,320
2000,2,2
2000,21,21
2000,3,3
2000,3200,3200
2000,5,5
2000,1,1
2000,13,13
2000,26,26
2000,59,59
2000,54,54
2000,30,30
2000,16,16
2000,125,125
2000,2,2
2000,4,4
2000,14,14
2000,1920,1920
2000,41,41
2000,108,108
2000,450,450
2000,5,5
2000,3528,3528
2000,20,20
2000,145,145
2000,147,147
2000,120,120
2000,200,200
2000,100,100
2000,5760,5760
2000,53,53
2000,32,32
2000,1050,1050
2000,64,64
2000,83,83
2000,160,160
2000,120,120
2000,240,240
2000,50,50
2000,1,1
2000,15,15
2000,20,20
2000,78,78
2000,6,6
2000,3,3
2000,10,10
2000,65,65
2000,101,101
2000,104,104
2000,1,1
2000,350,350
2000,15,15
2000,2,2
2000,230,230
2000,2,2
2000,5,5
2000,42,42
2000,26,26
2000,15400,15400
2000,175,175
2000,20,20
2000,100,100
2000,50,50
2000,130000,130000
2000,2,2
2000,225,225
2000,14000,14000
2000,6,6
2000,72,72
2000,25,25
2000,42,42
2000,18,18
2000,57500,57500
2000,98,98
2000,800,800
2000,3,3
2000,18,18
2000,250,250
2000,32,32
2000,2,2
2000,50,50
2000,35,35
2000,10,10
2000,66,66
2000,90,90
2000,14,14
2000,300,300
2000,40000,40000
2000,120,120
2000,3,3
2000,432,432
2000,312,312
2000,40,40
2000,13,13
2000,192,192
2000,188,188
2000,216,216
2000,36,36
2000,4,4
2000,78,78
2000,40,40
2000,1240,1240
2000,20,20
2000,9,9
2000,104,104
2000,4,4
2000,70,70
2000,16,16
2000,15,15
2000,4,4
2000,4,4
2000,11,11
2000,3,3
2000,14,14
2000,18,18
2000,6,6
2000,123,123
2000,25,25
2000,3,3
2000,50,50
2000,8,8
2000,300,300
2000,15,15
2000,276000,276000
2000,880,880
2000,255,255
2000,2400,2400
2000,142,142
2000,50,50
2000,235,235
2000,3,3
2000,5,5
2000,24,24
2000,4,4
2000,16,16
2000,33,33
2000,27,27
2000,15,15
2000,56,56
2000,12,12
2000,36,36
2000,7,7
2000,4,4
2000,270,270
2000,10,10
2000,240,240
2000,3,3
2000,37,37
2000,3000,3000
2000,35,35
2000,67,67
2000,1,1
2000,2,2
2000,5,5
2000,38,38
2000,40,40
2000,20,20
2000,38,38
2000,93,93
2000,694,694
2000,15,15
2000,2,2
2000,6,6
2000,20,20
2000,11,11
2000,74,74
2000,1375,1375
2000,50,50
2000,75,75
2000,31,31
2000,13,13
2000,5600,5600
2000,60,60
2000,72,72
2000,100,100
2000,6400,6400
2000,60,60
2000,44,44
2000,19,19
2000,60,60
2000,100,100
2000,10,10
2000,16,16
2000,215,215
2000,20,20
2000,10,10
2000,105,105
2000,3,3
2000,4000,4000
2000,260,260
2000,1100,1100
2000,2,2
2000,220,220
2000,22,22
2000,23,23
2000,7,7
2000,8,8
2000,138,138
2000,90,90
2000,15,15
2000,100,100
2000,16,16
2000,31,31
2000,700,700
2000,1,1
2000,6,6
2000,20,20
2000,26,26
2000,2,2
2000,66,66
2000,4,4
2000,32,32
2000,247,247
2000,60,60
2000,5,5
2000,50,50
2000,1,1
2000,25,25
2000,14,14
2000,5,5
2000,1200,1200
2000,132,132
2000,142,142
2000,12,12
2000,95,95
2000,12,12
2000,11,11
2000,155,155
2000,89,89
2000,25,25
2000,9,9
2000,350,350
2000,3,3
2000,3,3
2000,18000,18000
2000,300,300
2000,34,34
2000,144,144
2000,160,160
2000,48,48
2000,40,40
2000,75,75
2000,162000,162000
2000,36,36
2000,92,92
2000,2304,2304
2000,35,35
2000,21,21
2000,11,11
2000,1,1
2000,8400,8400
2000,3,3
2000,85,85
2000,3,3
2000,20,20
2000,4000,4000
2000,32,32
2000,120,120
2000,5,5
2000,4,4
2000,50,50
2000,2,2
2000,1000,1000
2000,4,4
2000,4,4
2000,15,15
2000,80,80
2000,1,1
2000,9,9
2000,170,170
2000,9300,9300
2000,79,79
2000,575,575
2000,30,30
2000,3,3
2000,6,6
2000,130,130
2000,7,7
2000,4,4
2000,10,10
2000,45,45
2000,150,150
2000,975,975
2000,3,3
2000,6,6
2000,2,2
2000,30,30
2000,3,3
2000,20,20
2000,36,36
2000,12,12
2000,6,6
2000,24,24
2000,3000,3000
2000,11,11
2000,2,2
2000,10,10
2000,15,15
2000,35,35
2000,6,6
2000,4,4
2000,43500,43500
2000,110,110
2000,120,120
2000,40,40
2000,5,5
2000,3,3
2000,12,12
2000,3,3
2000,12,12
2000,4,4
2000,3,3
2000,25,25
2000,5,5
2000,32,32
2000,280,280
2000,3,3
2000,10,20
2000,350,40
2000,3,6
2000,1,1
2000,11,12
2000,280,168
2000,2,2
2000,20,25
2000,400,2000
2000,35,60
2000,3,5
2000,24,9
2000,60,60
2000,26,16
2000,366,366
2000,32,16
2000,385000,385000
2000,36,60
2000,8,8
2000,20,20
2000,1000,500
2000,16,42
2000,36,18
2000,2800,5600
2000,120,80
2000,3,5
2000,55,16
2000,30,25
2000,26,26
2000,3,5
2000,140,280
2000,10,4
2000,72,54
2000,130,172
2000,60,60
2000,30,8
2000,66,75
2000,280,80
2000,2,2
2000,9,22
2000,26,26
2000,50,50
2000,92,132
2000,47,49
2000,227,162
2000,30,60
2000,50,20
2000,2400,2280
2000,4,4
2000,13,8
2000,200,280
2000,6,2
2000,3,2
2000,8,4
2000,21,21
2000,2,2
2000,50,10
2000,36,45
2000,17,17
2000,36,36
2000,40,80
2000,6,5
2000,320,320
2000,360,360
2000,5,6
2000,4000,15000
2000,6,5
2000,20,10
2000,1200,720
2000,8,4
2000,5,16
2000,594,594
2000,3,15
2000,21,30
2000,2,2
2000,6,2
2000,1,1
2000,11,6
2000,15,30
2000,30,90
2000,6,5
2000,8000,4000
2000,3,3
2000,692,1198
2000,30,28
2000,20,8
2000,3,3
2000,10,15
2000,50,11
2000,800,1000
2000,4000,5000
2000,3,14
2000,168,168
2000,16,11
2000,525000,180000
2000,3,3
2000,40,40
2000,2,2
2000,12,8
2000,500,1000
2000,2,5
2000,576,576
2000,42,44
2000,200,200
2000,50,50
2000,12,20
2000,310,62
2000,25,25
2000,18,27
2000,36,36
2000,250,80
2000,90,40
2000,14,350
2000,138000,129200
2000,150,298
2000,200000,17500
2000,4,8
2000,30,52
2000,8,10
2000,2,2
2000,19,842
2000,60,60
2000,100,140
2000,16,16
2000,320,100
2000,200,160
2000,3,8
2000,104,132
2000,50,50
2000,4,4
2000,12,12
2000,66,56
2000,25,75
2000,2,2
2000,120,100
2000,2,4
2000,2,3
2000,8,3
2000,6,4
2000,45,36
2000,20,42
2000,31,16
2000,60000,60000
2000,100,100
2000,60,20
2000,20,20
2000,1400,1400
2000,360,360
2000,1000,1000
2000,31,34
2000,1,1
2000,60,60
2000,130,100
2000,247,187
2000,90,37
2000,34,29
2000,32,4
2000,1200,1875
2000,120,120
2000,576,720
2000,31,19
2000,2,67
2000,4,6
2000,300,100
2000,18,18
2000,17,31
2000,1680,1596
2000,3,2
2000,50,80
2000,3,4
2000,21,12
2000,66,66
2000,21,50
2000,4,6
2000,16,14
2000,9,9
2000,4,3
2000,240,150
2000,32,48
2000,20,15
2000,20,50
2000,10,10
2000,8,2
2000,50,80
2000,25,60
2000,40000,20000
2000,11,11
2000,30000,45000
2000,18,12
2000,40,40
2000,300,300
2000,5,17
2000,255,195
2000,21,16
2000,40,100
2000,6,5
2000,500,7500
2000,5,1
2000,56,120
2000,50,50
2000,50,25
2000,20,10
2000,4,2
2000,2,4
2000,2400,2400
2000,150,70
2000,40,50
2000,67,88
2000,66,54
2000,70,90
2000,300,18
2000,422,410
2000,50,5
2000,17,21
2000,20,40
2000,6,6
2000,142,15
2000,292,452
2000,30,24
2000,69,83
2000,10,21
2000,320,150
2000,252,1260
2000,3,4
2000,2,2
2000,375,375
2000,36,45
2000,1600,1600
2000,7,4
2000,6,6
2000,24,8
2000,70,27
2000,8,21
2000,24,33
2000,1000,5000
2000,17,17
2000,12,12
2000,1,4
2000,15,10
2000,4,1
2000,500,800
2000,8,2
2000,10,6
2000,472,460
2000,240,40
2000,30,15
2000,2,2
2000,3,5
2000,826,826
2000,6,20
2000,60,70
2000,3,30
2000,3,4
2000,42,48
2000,16,10
2000,20,20
2000,32200,11050
2000,350,500
2000,694,1210
2000,480,120
2000,32,64
2000,120,60
2000,54,84
2000,5,2
2000,570,770
2000,60,20
2000,2,4
2000,5,15
2000,20,8
2000,25,25
2000,5,20
2000,40,40
2000,50,240
2000,12,10
2000,30,20
2000,50,25
2000,50,3000
2000,50,20
2000,87,68
2000,21600,64800
2000,21,21
2000,50,120
2000,205,205
2000,390,374
2000,8,54
2000,2,8
2000,56,56
2000,10,6
2000,360000,85000
2000,2,2
2000,20,40
2000,3,6
2000,20,20
2000,20,20
2000,30,93
2000,5,70
2000,40,48
2000,5,5
2000,6,15
2000,4,5
2000,4,15
2000,15,15
2000,350,400
2000,1,8
2000,3,4
2000,275,335
2000,2,3
2000,130,120
2000,8,7
2000,13,20
2000,27,39
2000,20,2
2000,50,80
2000,9,9
2000,28,45
2000,90,120
2000,30000,20000
2000,10,13
2000,5,5
2000,60,50
2000,15,105
2000,140,42
2000,20,15
2000,8,16
2000,11,11
2000,560,840
2000,5,5
2000,120,100
2000,30,30
2000,1318,1218
2000,13,3
2000,200,200
2000,50,50
2000,224000,95200
2000,131,113
2000,20,20
2000,31,26
2000,5,2
2000,155,251
2000,50,50
2000,30,16
2000,31,32
2000,6,12
2000,160,220
2000,14480,7400
2000,50,50
2000,32,34
2000,8,8
2000,36,44
2000,9,11
2000,12,14
2000,87,123
2000,1,1
2000,12,24
2000,38,14
2000,13,39
2000,3000,7200
2000,21,20
2000,700,700
2000,3000,5000
2000,45,45
2000,193,193
2000,22,20
2000,30,60
2000,1500,1430
2000,50,25
2000,142,135
2000,540,1080
2000,700,1500
2000,150,200
2000,576,96
2000,98,122
2000,21,21
2000,5,5
2000,300,450
2000,70,90
2000,2,100
2000,20,110
2000,6,6
2000,80,160
2000,700,675
2000,50,45
2000,490,490
2000,36,48
2000,337,60
2000,4,7
2000,150,200
2000,35,60
2000,30,75
2000,3,3
2000,3,3
2000,142,336
2000,4,7
2000,11,9
2000,1,3
2000,6,5
2000,30,56
2000,300,600
2000,15,11
2000,3,5
2000,4,2
2000,312,348
2000,30,30
2000,3,8
2000,5000,3000
2000,20,15
2000,54,54
2000,48,6
2000,30,27
2000,63,87
2000,2,4
2000,40,75
2000,26,20
2000,91,273
2000,50,25
2000,13,23
2000,5,4
2000,60,48
2000,240000,330000
2000,3,4
2000,60,50
2000,80,52
2000,90,104
2000,6,7
2000,4,5
2000,20,10
2000,350,398
2000,186,180
2000,1000,1000
2000,7200,9360
2000,9,5
2000,100,50
2000,200,120
2000,1,1
2000,4,7
2000,4,4
2000,54,18
2000,42,9
2000,3,3
2000,20,20
2000,3,3
2000,3,4
2000,40,40
2000,3,5
2000,144,120
2000,400,200
2000,30000,27000
2000,50,50
2000,31,51
2000,2,14
2000,130,54
2000,291,30
2000,66,110
2000,27,27
2000,20,42
2000,150,195
2000,12,12
2000,22,28
2000,5,12
2000,2,10
2000,9,2
2000,98,101
2000,30,20
2000,42,42
2000,175,225
2000,30,20
2000,18,18
2000,2,2
2000,160000,40000
2000,36,189
2000,3,2
2000,13,12
2000,17,7
2000,32,160
2000,6,6
2000,3,4
2000,230,2
2000,192,12
2000,18,18
2000,3,4
2000,50,15
2000,26,38
2000,400,300
2000,50,50
2000,12,10
2000,3,1
2000,39,21
2000,400,400
2000,30,50
2000,27,9
2000,9,10
2000,3,2
2000,90,310
2000,840,560
2000,4000,8000
2000,192,2400
2000,104,147
2000,250,500
2000,10,10
2000,10,25
2000,3,3
2000,6,25
2000,4,4
2000,24,6
2000,56,120
2000,30,10
2000,2,2
2000,30,30
2000,48,16
2000,5,5
2000,6,10
2000,20,4200
2000,6,6
2000,4,7
2000,3,3
2000,17,23
2000,50,50
2000,15,15
2000,50,60
2000,48,56
2000,1,1
2000,60,60
2000,28,20
2000,36,32
2000,3,3
2000,2000,3000
2000,20,20
2000,80000,90000
2000,21,23
2000,20,33
2000,10,12
2000,66,48
2000,1000,1000
2000,36,36
2000,20,32
2000,12,5
2000,5,225
2000,60,30
2000,20,40
2000,92,96
2000,5,5
2000,5,5
2000,165000,120000
2000,4,1
2000,25,25
2000,138,243
2000,2,2
2000,21,6
2000,17,20
2000,90,75
2000,32000,9500
2000,18,18
2000,30,26
2000,27000,93000
2000,8,9
2000,50,100
2000,30,30
2000,500,75
2000,50,50
2000,20,20
2000,500,750
2000,70,70
2000,4,4
2000,10,15
2000,104000,114200
2000,65,91
2000,80,76
2000,120,240
2000,6,17
2000,2,3
2000,2,3
2000,54,50
2000,10,10
2000,40,40
2000,15,15
2000,3,6
2000,31,33
2000,32,32
2000,350,250
2000,20,10
2000,30,10
2000,50,70
2000,100,75
2000,20,20
2000,40,25
2000,35,50
2000,30,70
2000,20,14
2000,3,2
2000,45,10
2000,34,34
2000,10,80
2000,31,27
2000,2,6
2000,3,3
2000,77,230
2000,20,20
2000,260,200
2000,11,20
2000,49,52
2000,803,41
2000,9,31
2000,570,540
2000,105,255
2000,30,40
2000,291,90
2000,27,27
2000,20,20
2000,2400,1800
2000,8,16
2000,20,20
2000,47,20
2000,350,350
2000,50,100
2000,28,28
2000,31,30
2000,3,5
2000,5,5
2000,43,83
2000,26,1
2000,98,50
2000,130,120
2000,30,10
2000,75,120
2000,43,23
2000,500,145
2000,4,4
2000,2325,2325
2000,138,319
2000,8,5
2000,20,20
2000,120,105
2000,17,17
2000,31,63
2000,5,5
2000,10,10
2000,6,11
2000,1,1
2000,60,58
2000,30,50
2000,4,3
2000,21,21
2000,6,3
2000,4000,2000
2000,2,8
2000,17,21
2000,312,520
2000,65,60
2000,9,12
2000,18,18
2000,3,6
2000,3,3
2000,6,6
2000,36,42
2000,3,2
2000,2,2
2000,30,69
2000,4000,50000
2000,3,12
2000,60,220
2000,20,10
2000,2,2
2000,3,2
2000,425,1125
2000,92,34
2000,2,2
2000,48,60
2000,24000,14000
2000,1080,360
2000,52,156
2000,30,30
2000,26,26
2000,700,500
2000,330,230
2000,36,32
2000,14400,43200
2000,45,20
2000,4,1
2000,8,8
2000,175,175
2000,15,15
2000,90,15
2000,72,72
2000,3,4
2000,50,30
2000,6,3
2000,30,14
2000,30,6
2000,130,130
2000,9,7
2000,240,16
2000,312,156
2000,180,284
2000,350,120
2000,525,525
2000,50,100
2000,20,300
2000,2,85
2000,2,2
2000,7,8
2000,32,26
2000,30,20
2000,3,5
2000,22400,5600
2000,10,13
2000,60,10
2000,2,2
2000,3320,245
2000,16,16
2000,47,29
2000,50,60
2000,3200,1520
2000,20,20
2000,50,50
2000,50,10
2000,56,64
2000,24,17
2000,20,20
2000,29,38
2000,30,40
2000,50,140
2000,120,480
2000,5,2
2000,5,3
2000,9,9
2000,11000,4500
2000,13,8
2000,138,79
2000,2,4
2000,3000,6600
2000,34,30
2000,88,88
2000,15,13
2000,3360,3360
2000,7,5
2000,290,210
2000,9,20
2000,2,12
2000,55,55
2000,112,112
2000,20,50
2000,12,10
2000,56,48
2000,17,13
2000,10,7
2000,4000,600
2000,20,20
2000,16,22
2000,6,6
2000,8,6
2000,30,31
2000,6,2
2000,700,860
2000,120,140
2000,20,400
2000,30,30
2000,70,38
2000,400,400
2000,564,762
2000,108,144
2000,4,28
2000,2,4
2000,50,20
2000,98,70
2000,3150,7425
2000,120,48
2000,4,2
2000,6,8
2000,98,98
2000,40,30
2000,1000,450
2000,1,4
2000,100,100
2000,53,45
2000,78,78
2000,40,20
2000,50,50
2000,30,16
2000,4,8
2000,308,308
2000,3,5
2000,45,85
2000,50,30
2000,13,12
2000,25,50
2000,280,270
2000,1170,1170
2000,4,1
2000,80,80
2000,280,480
2000,32000,70000
2000,10,5
2000,200,750
2000,40,7
2000,59,57
2000,6,6
2000,138,64
2000,2,3
2000,66,36
2000,3,3
2000,16,36
2000,110,10
2000,9,2
2000,3,3
2000,6,9
2000,6,4
2000,21,43
2000,3,2
2000,72,60
2000,18,18
2000,30,80
2000,3,3
2000,72,36
2000,3,2
2000,6,3
2000,54,63
2000,75,45
2000,500,700
2000,6,7
2000,690,64
2000,2,5
2000,500,500
2000,4,6
2000,2,3
2000,75,75
2000,240,160
2000,50,48
2000,31,29
2000,2,2
2000,13,9
2000,55,40
2000,240000,262500
2000,5,2
2000,50,48
2000,100,240
2000,113,91
2000,42,48
2000,12,12
2000,3,3
2000,3,2
2000,80,80
2000,5,150
2000,50,120
2000,75,75
2000,50,50
2000,291,84
2000,4,12
2000,2,18
2000,16,20
2000,570,540
2000,14,14
2000,3,4
2000,3,4
2000,1100,2050
2000,3,4
2000,5,4
2000,6,7
2000,4,8
2000,2500,25
2000,3,5
2000,20,20
2000,4,4
2000,3,2
2000,50,50
2000,82,82
2000,15,15
2000,36,36
2000,36000,7000
2000,10,5
2000,32,23
2000,8,8
2000,50,50
2000,130,68
2000,50,40
2000,250,300
2000,3,1
2000,108,81
2000,40,40
2000,4,4
2000,30,25
2000,1240,2125
2000,71,71
2000,54,34
2000,345,595
2000,160,32
2000,3,15
2000,16,24
2000,288,288
2000,18,34
2000,260,360
2000,6,4
2000,240,1490
2000,60,19
2000,2880000,2880000
2000,2,14
2000,20,2
2000,3,2
2000,13,10
2000,50,94
2000,30,30
2000,3,2
2000,50,68
2000,48,48
2000,78,57
2000,150,168
2000,40000,50000
2000,500,400
2000,300,200
2000,3,2
2000,30,15
